#YY  MM DD  WSPD WVHT ATMP  WTMP
#yr  mo dy  m/s     m degC  degC
2020 06 18  1.5  0.09 17.8  17.8
2020 06 18  1.5  0.08 17.9  17.9
2020 06 18  1.7  0.08 17.8  17.9
2020 06 18  1.6  0.08 17.9  17.9
2020 06 18  1.7  0.07 18.0  17.8
2020 06 18  1.3  0.07 18.2  17.8
2020 06 18  1.0  0.06 18.3  17.8
2020 06 18  0.8  0.06 18.7  17.8
2020 06 18  1.1  0.06 18.6  17.7
2020 06 18  0.6  0.06 18.9  17.6
2020 06 18  0.9  0.06 19.0  17.5
2020 06 18  0.7  0.05 19.0  17.4
2020 06 18  0.9  0.05 19.0  17.4
2020 06 18  1.0  0.06 19.0  17.4
2020 06 18  0.7  0.05 19.4  17.3
2020 06 18  0.0  0.06 20.0  17.3
2020 06 18  0.6  0.06 20.7  17.3
2020 06 18  0.7  0.06 20.4  17.3
2020 06 18  1.5  0.06 20.6  17.2
2020 06 18  0.7  0.07 20.6  17.2
2020 06 18  0.5  0.08 21.0  17.1
2020 06 18  0.9  0.06 21.4  17.1
2020 06 18  0.3  0.08 21.4  17.1
2020 06 18  0.8  0.11 21.5  17.0
2020 06 18  1.3  0.09 21.3  17.0
2020 06 18  1.4  0.12 21.3  17.0
2020 06 18  1.2  0.10 21.2  17.0
2020 06 18  1.2  0.12 21.2  17.0
2020 06 18  1.1  0.14 21.4  17.0
2020 06 18  1.1  0.07 21.4  16.9
2020 06 18  1.3  0.08 21.4  16.9
2020 06 18  1.6  0.10 21.2  17.0
2020 06 18  1.4  0.12 21.1  16.8
2020 06 18  1.6  0.09 21.1  16.9
2020 06 18  2.3  0.08 21.0  16.9
2020 06 18  2.3  0.09 20.9  16.9
2020 06 18  2.6  0.10 20.8  16.8
2020 06 18  2.6  0.12 20.6  16.8
2020 06 18  2.5  0.11 20.4  16.8
2020 06 18  2.8  0.09 20.4  16.7
2020 06 18  2.8  0.08 20.4  16.7
2020 06 18  2.7  0.07 20.3  16.7
2020 06 18  2.7  0.06 20.4  16.7
2020 06 18  2.8  0.06 20.3  16.7
2020 06 18  2.8  0.08 20.1  16.6
2020 06 18  3.2  0.07 20.2  16.7
2020 06 18  3.6  0.07 20.1  16.7
2020 06 18  3.4  0.08 20.0  16.7
2020 06 18  3.3  0.08 20.0  16.7
2020 06 18  3.2  0.09 20.1  16.8
2020 06 18  3.2  0.14 19.9  16.8
2020 06 18  3.8  0.11 19.9  16.7
2020 06 18  4.3  0.17 20.0  17.1
2020 06 18  3.8  0.13 19.9  17.2
2020 06 18  3.0  0.19 19.8  17.2
2020 06 18  2.7  0.19 19.6  17.3
2020 06 18  3.3  0.18 19.8  17.4
2020 06 18  2.3  0.20 19.8  17.4
2020 06 18  1.9  0.17 19.5  17.4
2020 06 18  1.2  0.18 19.4  17.4
2020 06 18  0.4  0.18 19.6  17.4
2020 06 18  1.5  0.16 19.6  17.5
2020 06 18  1.8  0.17 19.5  17.5
2020 06 18  1.7  0.18 19.5  17.5
2020 06 18  1.9  0.17 19.6  17.5
2020 06 18  1.7  0.17 19.5  17.6
2020 06 18  1.5  0.18 19.6  17.6
2020 06 18  1.6  0.17 19.7  17.6
2020 06 18  2.4  0.14 19.6  17.6
2020 06 18  2.6  0.15 19.6  17.7
2020 06 18  2.6  0.13 19.6  17.7
2020 06 18  2.6  0.14 19.5  17.8
2020 06 18  2.3  0.14 19.6  17.8
2020 06 18  2.0  0.14 19.7  18.0
2020 06 18  2.1  0.13 19.8  17.9
2020 06 18  2.2  0.13 19.9  18.0
2020 06 18  1.8  0.13 20.1  18.1
2020 06 19  1.2  0.13 20.3  18.3
2020 06 19  1.0  0.12 20.6  18.3
2020 06 19  1.1  0.12 20.9  18.4
2020 06 19  1.4  0.11 20.9  18.4
2020 06 19  0.9  0.12 20.8  18.6
2020 06 19  1.1  0.12 21.0  18.8
2020 06 19  1.1  0.13 21.1  18.7
2020 06 19  1.7  0.10 21.1  18.7
2020 06 19  2.0  0.13 20.8  18.6
2020 06 19  1.9  0.10 20.7  18.5
2020 06 19  1.8  0.11 20.6  18.5
2020 06 19  1.9  0.12 20.5  18.5
2020 06 19  2.3  0.09 20.5  18.5
2020 06 19  2.0  0.11 20.4  18.6
2020 06 19  1.7  0.08 20.6  18.5
2020 06 19  2.2  0.11 20.7  18.5
2020 06 19  2.8  0.09 20.6  18.5
2020 06 19  2.0  0.08 20.7  18.5
2020 06 19  1.3  0.08 20.8  18.4
2020 06 19  0.8  0.08 21.0  18.4
2020 06 19  0.9  0.07 21.0  18.3
2020 06 19  1.0  0.08 21.0  18.3
2020 06 19  1.4  0.07 20.9  18.4
2020 06 19  1.5  0.07 20.5  18.4
2020 06 19  1.5  0.09 20.1  18.6
2020 06 19  1.2  0.08 20.0  18.5
2020 06 19  1.4  0.08 20.0  18.5
2020 06 19  1.2  0.08 20.1  18.3
2020 06 19  1.1  0.07 20.0  18.4
2020 06 19  0.9  0.07 19.9  18.0
2020 06 19  0.9  0.07 19.8  17.9
2020 06 19  0.9  0.06 19.6  17.8
2020 06 19  1.1  0.06 19.4  17.7
2020 06 19  1.0  0.06 19.6  17.7
2020 06 19  0.7  0.05 19.6  17.8
2020 06 19  1.1  0.06 19.6  17.8
2020 06 19  1.6  0.06 19.6  17.8
2020 06 19  1.5  0.07 19.4  18.0
2020 06 19  1.0  0.06 19.3  17.9
2020 06 19  1.0  0.05 19.3  17.7
2020 06 19  1.4  0.05 19.2  17.9
2020 06 19  1.4  0.05 19.1  18.0
2020 06 19  1.0  0.05 19.0  17.8
2020 06 19  0.6  0.04 18.9  17.5
2020 06 19  0.9  0.04 18.9  17.6
2020 06 19  1.7  0.04 19.0  17.6
2020 06 19  2.0  0.04 19.4  17.5
2020 06 19  1.6  0.04 19.5  17.5
2020 06 19  1.5  0.04 19.3  17.4
2020 06 19  1.2  0.04 19.1  17.4
2020 06 19  0.8  0.04 19.1  17.3
2020 06 19  0.0  0.04 19.1  17.4
2020 06 19  0.0  0.03 18.9  17.5
2020 06 19  0.0  0.04 18.7  17.5
2020 06 19  0.6  0.04 18.9  17.4
2020 06 19  0.8  0.04 18.8  17.5
2020 06 19  1.3  0.04 18.8  17.4
2020 06 19  1.5  0.03 18.8  17.5
2020 06 19  1.0  0.03 18.7  17.5
2020 06 19  0.7  0.05 18.7  17.3
2020 06 19  1.2  0.04 18.6  17.3
2020 06 19  1.1  0.05 17.4  17.5
2020 06 19  1.5  0.06 18.7  17.7
2020 06 19  2.2  0.06 18.8  17.3
2020 06 19  2.0  0.04 18.9  17.4
2020 06 19  1.6  0.04 18.9  17.6
2020 06 19  1.6  0.06 18.9  17.6
2020 06 19  2.0  0.06 18.7  17.9
2020 06 19  2.3  0.04 18.7  18.2
2020 06 19  2.4  0.04 18.7  18.0
2020 06 19  1.8  0.04 18.9  18.1
2020 06 19  1.6  0.04 19.1  18.0
2020 06 19  1.5  0.05 19.2  18.1
2020 06 19  1.1  0.05 19.3  18.1
2020 06 19  1.0  0.06 19.4  18.0
2020 06 19  0.7  0.06 19.7  17.9
2020 06 19  0.6  0.05 19.8  17.8
2020 06 19  0.0  0.05 20.2  17.9
2020 06 19  0.5  0.05 20.8  17.9
2020 06 19  1.1  0.05 20.4  17.9
2020 06 19  1.3  0.05 19.8  17.8
2020 06 19  1.2  0.05 19.6  17.7
2020 06 19  1.0  0.05 19.6  17.7
2020 06 19  0.8  0.04 19.9  17.6
2020 06 19  1.0  0.04 20.3  17.7
2020 06 19  1.2  0.04 20.0  17.6
2020 06 19  1.4  0.04 19.9  17.6
2020 06 19  1.7  0.05 20.3  17.6
2020 06 19  1.2  0.09 20.1  17.6
2020 06 19  1.2  0.09 20.1  17.5
2020 06 19  1.2  0.11 20.2  17.6
2020 06 19  1.1  0.06 20.6  17.6
2020 06 19  1.0  0.07 20.7  17.6
2020 06 19  1.0  0.09 20.9  17.5
2020 06 19  2.1  0.15 20.8  17.5
2020 06 19  1.9  0.10 20.5  17.5
2020 06 19  1.3  0.13 20.9  17.5
2020 06 19  1.7  0.12 20.7  17.6
2020 06 19  1.5  0.19 20.7  17.6
2020 06 19  1.6  0.17 20.6  17.6
2020 06 19  1.5  0.10 20.6  17.5
2020 06 19  1.4  0.09 20.9  17.5
2020 06 19  1.8  0.12 21.0  17.5
2020 06 19  1.7  0.08 21.1  17.5
2020 06 19  1.6  0.11 21.0  17.5
2020 06 19  1.5  0.10 21.0  17.6
2020 06 19  1.7  0.12 21.0  17.6
2020 06 19  1.8  0.11 21.2  17.6
2020 06 19  1.8  0.08 21.2  17.7
2020 06 19  1.7  0.10 21.3  17.8
2020 06 19  1.5  0.10 21.5  17.8
2020 06 19  1.4  0.08 21.4  17.8
2020 06 19  1.2  0.10 21.5  17.8
2020 06 19  1.1  0.12 21.7  17.8
2020 06 19  1.3  0.11 21.5  17.8
2020 06 19  1.5  0.13 21.6  17.9
2020 06 19  1.8  0.13 21.6  17.8
2020 06 19  1.8  0.12 21.6  17.7
2020 06 19  2.1  0.12 21.6  17.7
2020 06 19  1.3  0.13 21.6  17.8
2020 06 19  0.5  0.13 21.9  17.7
2020 06 19  0.3  0.13 22.3  17.9
2020 06 19  0.2  0.11 22.7  18.0
2020 06 19  0.1  0.15 22.9  18.0
2020 06 19  0.3  0.15 23.1  17.9
2020 06 19  0.2  0.13 22.9  17.9
2020 06 19  0.1  0.16 23.6  17.9
2020 06 19  0.1  0.14 23.7  18.0
2020 06 19  0.1  0.15 23.7  18.1
2020 06 19  0.0  0.16 24.1  18.2
2020 06 19  0.0  0.23 24.6  18.2
2020 06 19  0.4  0.15 23.7  18.3
2020 06 19  0.5  0.14 23.5  18.4
2020 06 19  0.5  0.16 23.5  18.4
2020 06 19  0.0  0.13 23.7  18.5
2020 06 19  0.3  0.14 23.8  18.5
2020 06 19  0.3  0.13 23.9  18.7
2020 06 19  0.9  0.13 24.0  18.6
2020 06 19  0.8  0.11 24.0  18.7
2020 06 19  0.6  0.13 24.2  18.5
2020 06 19  0.2  0.16 24.1  18.8
2020 06 19  0.0  0.15 24.4  18.7
2020 06 19  0.6  0.15 24.6  18.6
2020 06 20  0.9  0.15 24.3  18.5
2020 06 20  0.6  0.17 24.2  18.5
2020 06 20  0.9  0.18 24.3  18.6
2020 06 20  1.4  0.14 24.0  18.7
2020 06 20  1.3  0.15 23.9  18.5
2020 06 20  1.4  0.15 23.9  18.5
2020 06 20  1.3  0.15 23.7  18.4
2020 06 20  1.2  0.15 23.8  18.4
2020 06 20  1.2  0.13 23.9  18.4
2020 06 20  1.3  0.13 24.4  18.3
2020 06 20  1.2  0.14 24.8  18.8
2020 06 20  1.5  0.13 25.0  18.9
2020 06 20  1.8  0.14 24.9  18.9
2020 06 20  1.8  0.15 24.2  18.9
2020 06 20  1.5  0.12 23.9  19.2
2020 06 20  1.5  0.11 23.7  19.6
2020 06 20  1.4  0.12 23.8  19.5
2020 06 20  1.4  0.10 23.6  19.3
2020 06 20  1.4  0.10 23.6  19.2
2020 06 20  1.3  0.09 23.5  19.3
2020 06 20  1.8  0.10 23.4  19.1
2020 06 20  1.7  0.10 23.1  19.5
2020 06 20  1.3  0.11 22.7  19.3
2020 06 20  1.3  0.11 22.7  19.5
2020 06 20  1.6  0.11 22.9  19.1
2020 06 20  1.6  0.14 22.7  18.7
2020 06 20  1.4  0.10 22.6  18.6
2020 06 20  1.2  0.09 22.5  18.5
2020 06 20  1.3  0.09 22.4  18.7
2020 06 20  1.6  0.08 22.5  18.9
2020 06 20  1.6  0.08 22.4  18.7
2020 06 20  1.5  0.08 22.2  18.4
2020 06 20  1.6  0.07 22.4  18.6
2020 06 20  2.0  0.07 22.3  18.7
2020 06 20  2.0  0.07 22.4  18.9
2020 06 20  1.5  0.07 22.1  18.9
2020 06 20  1.5  0.06 22.1  19.1
2020 06 20  2.1  0.06 22.0  19.2
2020 06 20  2.0  0.06 22.0  19.1
2020 06 20  2.0  0.06 21.9  19.4
2020 06 20  1.9  0.05 21.9  19.3
2020 06 20  2.5  0.05 21.9  19.3
2020 06 20  2.5  0.05 22.0  19.3
2020 06 20  2.5  0.05 22.1  19.3
2020 06 20  2.3  0.06 22.0  19.1
2020 06 20  2.2  0.07 21.8  19.0
2020 06 20  2.2  0.08 21.6  18.8
2020 06 20  2.9  0.08 21.5  18.9
2020 06 20  3.2  0.09 21.6  18.7
2020 06 20  3.0  0.11 21.6  18.6
2020 06 20  2.9  0.10 21.5  18.7
2020 06 20  2.8  0.12 21.4  18.4
2020 06 20  2.8  0.13 21.3  18.3
2020 06 20  3.2  0.12 21.3  18.4
2020 06 20  3.4  0.13 21.5  18.3
2020 06 20  3.3  0.14 21.5  18.2
2020 06 20  3.3  0.14 21.3  18.2
2020 06 20  3.0  0.16 21.1  18.1
2020 06 20  3.1  0.16 21.0  18.1
2020 06 20  2.8  0.15 20.8  17.9
2020 06 20  2.7  0.13 20.7  17.8
2020 06 20  2.9  0.15 19.5  17.9
2020 06 20  3.1  0.13 21.0  17.8
2020 06 20  3.4  0.14 21.1  17.7
2020 06 20  3.8  0.16 21.2  17.7
2020 06 20  3.5  0.16 21.1  17.9
2020 06 20  3.2  0.18 21.1  18.2
2020 06 20  3.4  0.19 21.1  18.6
2020 06 20  3.3  0.20 21.1  18.4
2020 06 20  3.0  0.19 21.1  18.5
2020 06 20  3.1  0.19 21.1  18.4
2020 06 20  3.7  0.18 21.3  18.5
2020 06 20  3.3  0.18 21.3  18.8
2020 06 20  3.0  0.17 21.4  18.7
2020 06 20  3.0  0.17 21.3  18.9
2020 06 20  2.8  0.18 21.3  18.9
2020 06 20  3.2  0.18 21.4  19.0
2020 06 20  3.4  0.23 21.6  19.0
2020 06 20  3.5  0.20 21.7  19.0
2020 06 20  3.6  0.20 21.5  19.0
2020 06 20  4.0  0.22 21.6  19.0
2020 06 20  4.1  0.22 21.6  19.0
2020 06 20  4.1  0.24 21.6  19.0
2020 06 20  4.0  0.25 21.4  19.0
2020 06 20  4.4  0.25 21.3  19.1
2020 06 20  4.4  0.25 21.1  19.0
2020 06 20  4.1  0.26 21.0  19.1
2020 06 20  4.0  0.28 20.9  19.1
2020 06 20  3.8  0.28 20.7  19.1
2020 06 20  3.7  0.28 20.7  19.1
2020 06 20  3.6  0.30 20.6  19.1
2020 06 20  3.8  0.31 20.5  19.0
2020 06 20  4.3  0.30 20.5  19.0
2020 06 20  4.6  0.32 20.5  18.9
2020 06 20  4.3  0.35 20.5  19.0
2020 06 20  3.9  0.35 20.5  19.1
2020 06 20  3.6  0.33 20.3  19.0
2020 06 20  3.1  0.33 20.3  19.0
2020 06 20  2.7  0.30 20.3  19.0
2020 06 20  3.3  0.29 20.4  19.0
2020 06 20  3.0  0.28 20.5  19.0
2020 06 20  2.9  0.29 20.5  19.0
2020 06 20  2.8  0.28 20.4  19.1
2020 06 20  2.8  0.28 20.5  19.1
2020 06 20  2.7  0.28 20.6  19.1
2020 06 20  2.6  0.28 20.6  19.2
2020 06 20  2.6  0.29 20.7  19.2
2020 06 20  2.6  0.32 20.8  19.2
2020 06 20  2.4  0.29 21.0  19.2
2020 06 20  2.3  0.30 21.2  19.2
2020 06 20  2.3  0.26 21.3  19.3
2020 06 20  2.2  0.25 21.3  19.3
2020 06 20  2.1  0.27 21.5  19.4
2020 06 20  1.9  0.25 21.7  19.4
2020 06 20  1.3  0.25 21.9  19.4
2020 06 20  1.0  0.25 21.9  19.2
2020 06 20  1.2  0.25 22.3  19.2
2020 06 20  1.5  0.23 22.5  19.4
2020 06 20  1.6  0.22 22.6  19.4
2020 06 20  1.4  0.23 22.6  19.4
2020 06 20  1.5  0.20 22.6  19.3
2020 06 20  1.9  0.22 22.7  19.1
2020 06 20  1.7  0.24 23.1  19.1
2020 06 20  1.7  0.26 23.0  19.1
2020 06 20  1.6  0.23 22.8  19.2
2020 06 20  2.0  0.22 22.9  19.2
2020 06 20  2.1  0.21 22.9  19.2
2020 06 20  2.2  0.22 22.8  19.3
2020 06 20  2.3  0.21 22.9  19.3
2020 06 20  2.5  0.23 23.0  19.3
2020 06 20  2.2  0.20 23.0  19.3
2020 06 20  2.0  0.20 23.6  19.3
2020 06 20  2.3  0.20 24.0  19.4
2020 06 20  2.6  0.18 24.1  19.2
2020 06 20  1.2  0.18 23.7  19.2
2020 06 20  1.2  0.19 24.3  19.3
2020 06 20  1.8  0.18 24.6  19.2
2020 06 20  2.0  0.19 24.6  19.2
2020 06 20  2.7  0.19 23.9  19.2
2020 06 20  3.2  0.19 24.3  19.2
2020 06 20  3.7  0.18 24.0  19.2
2020 06 20  4.0  0.19 24.2  19.2
2020 06 21  2.9  0.20 23.8  19.5
2020 06 21  2.9  0.20 23.5  19.6
2020 06 21  2.8  0.20 23.5  19.7
2020 06 21  3.3  0.18 23.4  19.8
2020 06 21  4.8  0.18 24.6  19.7
2020 06 21  4.4  0.18 24.0  19.8
2020 06 21  4.2  0.19 23.5  19.9
2020 06 21  4.7  0.20 23.2  20.0
2020 06 21  4.9  0.22 22.9  20.0
2020 06 21  4.7  0.23 22.7  20.1
2020 06 21  4.0  0.30 22.4  20.1
2020 06 21  3.4  0.28 21.8  20.1
2020 06 21  3.8  0.26 21.8  20.1
2020 06 21  5.0  0.27 21.9  20.1
2020 06 21  6.6  0.29 22.0  20.0
2020 06 21  5.7  0.33 21.8  20.0
2020 06 21  5.1  0.41 21.6  19.9
2020 06 21  4.7  0.42 21.5  19.9
2020 06 21  4.0  0.46 21.1  19.8
2020 06 21  5.0  0.44 21.2  19.8
2020 06 21  6.1  0.46 21.5  19.8
2020 06 21  6.0  0.43 21.4  19.8
2020 06 21  7.2  0.49 21.2  19.8
2020 06 21 12.4  0.50 21.5  19.6
2020 06 21 12.5  0.71 21.0  19.2
2020 06 21 11.2  0.87 20.4  18.7
2020 06 21 10.2  0.82 20.2  18.7
2020 06 21  9.7  0.77 19.6  18.4
2020 06 21  9.6  0.98 19.6  18.2
2020 06 21  8.3  0.98 19.6  18.1
2020 06 21  6.9  0.93 19.2  18.1
2020 06 21  6.7  0.81 19.1  18.1
2020 06 21  5.5  0.86 19.2  18.1
2020 06 21  5.3  1.04 19.0  18.1
2020 06 21  5.0  0.94 19.0  18.1
2020 06 21  4.8  0.89 19.2  18.1
2020 06 21  5.4  0.77 19.0  18.0
2020 06 21  6.0  0.87 18.8  18.0
2020 06 21  5.6  0.88 18.9  17.8
2020 06 21  4.9  0.84 18.7  17.8
2020 06 21  5.4  0.80 18.6  17.7
2020 06 21  5.8  0.76 18.9  17.7
2020 06 21  5.5  0.69 19.0  17.6
2020 06 21  5.1  0.94 19.1  17.5
2020 06 21  4.8  0.94 18.5  17.4
2020 06 21  4.6  0.90 18.4  17.3
2020 06 21  4.2  0.86 18.2  17.3
2020 06 21  3.5  0.86 18.0  17.2
2020 06 21  3.6  0.76 18.0  17.1
2020 06 21  3.4  0.73 17.9  17.0
2020 06 21  3.7  0.76 18.1  16.9
2020 06 21  3.6  0.72 18.0  16.9
2020 06 21  3.3  0.68 17.9  16.8
2020 06 21  3.9  0.69 17.8  16.8
2020 06 21  4.0  0.71 17.8  16.8
2020 06 21  4.3  0.64 17.8  16.8
2020 06 21  4.3  0.61 17.9  16.8
2020 06 21  4.6  0.60 18.0  16.7
2020 06 21  4.3  0.60 18.0  16.7
2020 06 21  4.5  0.57 17.9  16.6
2020 06 21  4.6  0.56 17.9  16.5
2020 06 21  4.4  0.56 16.7  16.5
2020 06 21  4.2  0.57 17.9  16.4
2020 06 21  3.7  0.57 17.9  16.4
2020 06 21  3.6  0.54 17.6  16.4
2020 06 21  3.1  0.66 17.4  16.4
2020 06 21  3.8  0.66 17.4  16.4
2020 06 21  4.1  0.60 17.4  16.3
2020 06 21  4.6  0.58 17.7  16.3
2020 06 21  3.5  0.58 17.4  16.3
2020 06 21  3.8  0.57 17.4  16.3
2020 06 21  3.4  0.50 17.4  16.3
2020 06 21  3.1  0.45 17.2  16.2
2020 06 21  3.1  0.50 17.0  16.3
2020 06 21  3.3  0.44 16.9  16.3
2020 06 21  3.5  0.46 16.9  16.3
2020 06 21  3.8  0.46 17.0  16.3
2020 06 21  3.7  0.46 17.1  16.3
2020 06 21  3.2  0.45 17.0  16.3
2020 06 21  3.3  0.46 17.0  16.3
2020 06 21  3.4  0.54 16.9  16.3
2020 06 21  2.7  0.52 16.7  16.4
2020 06 21  2.7  0.51 16.5  16.4
2020 06 21  2.2  0.50 16.5  16.4
2020 06 21  1.5  0.57 16.5  16.5
2020 06 21  1.5  0.49 16.5  16.6
2020 06 21  0.9  0.44 16.7  16.6
2020 06 21  0.4  0.44 16.8  16.7
2020 06 21  0.2  0.42 16.9  16.8
2020 06 21  0.6  0.41 16.9  16.8
2020 06 21  1.4  0.37 16.7  16.8
2020 06 21  0.9  0.41 16.6  16.9
2020 06 21  0.8  0.39 17.0  16.9
2020 06 21  1.5  0.38 17.3  16.9
2020 06 21  1.5  0.43 17.3  16.9
2020 06 21  1.3  0.42 17.3  16.9
2020 06 21  1.5  0.37 17.4  16.9
2020 06 21  1.8  0.39 17.3  16.9
2020 06 21  2.1  0.36 17.3  16.9
2020 06 21  2.3  0.33 17.3  16.9
2020 06 21  2.5  0.33 17.3  16.9
2020 06 21  2.7  0.37 17.4  16.9
2020 06 21  2.7  0.37 17.4  16.9
2020 06 21  2.6  0.35 17.4  16.9
2020 06 21  2.6  0.36 17.4  16.9
2020 06 21  2.7  0.34 17.6  17.0
2020 06 21  2.9  0.35 17.7  17.1
2020 06 21  2.7  0.32 17.7  17.2
2020 06 21  2.9  0.33 17.7  17.2
2020 06 21  2.6  0.37 17.8  17.2
2020 06 21  2.6  0.38 17.8  17.3
2020 06 21  2.4  0.36 17.9  17.3
2020 06 21  1.8  0.34 18.0  17.3
2020 06 21  2.0  0.37 18.1  17.3
2020 06 21  2.2  0.34 18.1  17.3
2020 06 21  2.1  0.34 18.1  17.3
2020 06 21  2.1  0.34 18.1  17.3
2020 06 21  2.1  0.30 18.2  17.3
2020 06 21  2.1  0.29 18.2  17.3
2020 06 21  1.8  0.28 18.2  17.3
2020 06 21  1.5  0.29 18.3  17.3
2020 06 21  1.0  0.29 18.4  17.3
2020 06 21  0.5  0.27 18.6  17.3
2020 06 21  0.0  0.25 19.1  17.3
2020 06 21  0.5  0.24 19.0  17.3
2020 06 21  0.7  0.26 18.6  17.3
2020 06 21  0.6  0.26 18.8  17.2
2020 06 21  0.1  0.24 19.2  17.2
2020 06 21  0.0  0.26 20.0  17.2
2020 06 21  0.3  0.26 20.2  17.2
2020 06 21  1.3  0.26 19.6  17.3
2020 06 21  1.9  0.26 19.3  17.4
2020 06 21  2.3  0.26 19.3  17.4
2020 06 21  2.4  0.25 19.3  17.4
2020 06 21  2.9  0.26 19.4  17.3
2020 06 21  2.6  0.22 19.3  17.4
2020 06 21  2.3  0.24 19.2  17.3
2020 06 21  2.2  0.24 19.2  17.3
2020 06 21  1.9  0.21 19.2  17.3
2020 06 21  1.7  0.20 19.2  17.3
2020 06 21  1.5  0.22 19.2  17.3
2020 06 21  1.5  0.23 19.2  17.4
2020 06 21  1.3  0.20 19.2  17.4
2020 06 22  0.9  0.19 19.2  17.4
2020 06 22  0.3  0.18 19.2  17.3
2020 06 22  0.5  0.20 19.1  17.3
2020 06 22  0.1  0.20 19.2  17.3
2020 06 22  1.0  0.17 19.3  17.3
2020 06 22  0.6  0.18 19.3  17.3
2020 06 22  0.5  0.19 19.5  17.3
2020 06 22  0.7  0.16 19.6  17.2
2020 06 22  1.0  0.17 19.1  17.2
2020 06 22  0.6  0.18 19.1  17.2
2020 06 22  1.1  0.17 19.1  17.1
2020 06 22  1.0  0.16 18.8  17.1
2020 06 22  1.1  0.18 18.8  17.1
2020 06 22  1.2  0.17 18.8  17.0
2020 06 22  1.5  0.17 18.9  16.9
2020 06 22  1.4  0.18 18.9  16.9
2020 06 22  1.6  0.17 18.8  16.9
2020 06 22  1.8  0.16 18.9  16.9
2020 06 22  1.8  0.16 19.0  17.0
2020 06 22  2.2  0.16 19.0  17.0
2020 06 22  1.4  0.15 18.9  17.0
2020 06 22  0.9  0.14 18.9  16.9
2020 06 22  1.1  0.13 18.9  16.9
2020 06 22  1.1  0.14 18.9  17.1
2020 06 22  1.0  0.14 18.9  17.1
2020 06 22  1.8  0.14 18.7  17.0
2020 06 22  1.1  0.12 18.8  16.9
2020 06 22  1.6  0.12 18.9  16.8
2020 06 22  1.6  0.12 19.0  16.8
2020 06 22  1.4  0.12 18.9  16.8
2020 06 22  1.7  0.11 18.8  16.8
2020 06 22  1.9  0.11 18.7  17.2
2020 06 22  2.5  0.11 18.8  17.0
2020 06 22  2.6  0.10 18.9  17.1
2020 06 22  2.6  0.10 18.9  17.1
2020 06 22  3.2  0.09 19.2  17.0
2020 06 22  3.5  0.09 19.4  17.3
2020 06 22  3.2  0.10 19.2  17.8
2020 06 22  2.6  0.09 19.2  17.9
2020 06 22  2.6  0.09 19.1  17.9
2020 06 22  2.5  0.11 19.0  17.9
2020 06 22  2.6  0.11 19.0  17.9
2020 06 22  2.2  0.12 19.1  17.9
2020 06 22  2.1  0.12 19.1  17.9
2020 06 22  2.1  0.11 18.9  17.9
2020 06 22  1.8  0.11 18.8  17.9
2020 06 22  1.7  0.10 18.8  17.8
2020 06 22  2.1  0.09 18.8  17.8
2020 06 22  2.4  0.08 18.9  17.9
2020 06 22  2.9  0.08 19.1  17.9
2020 06 22  2.2  0.08 19.0  18.0
2020 06 22  2.0  0.08 19.0  18.0
2020 06 22  2.4  0.07 19.2  18.0
2020 06 22  2.9  0.09 19.3  17.9
2020 06 22  3.0  0.11 19.5  17.9
2020 06 22  2.7  0.12 19.5  17.9
2020 06 22  2.8  0.12 19.4  17.9
2020 06 22  3.2  0.12 19.4  18.0
2020 06 22  3.2  0.10 19.4  18.0
2020 06 22  3.1  0.10 19.2  17.9
2020 06 22  3.1  0.09 18.0  17.4
2020 06 22  3.0  0.09 19.4  17.5
2020 06 22  3.0  0.10 19.3  17.5
2020 06 22  3.4  0.09 19.4  17.6
2020 06 22  3.9  0.10 19.6  17.6
2020 06 22  3.8  0.13 19.7  17.7
2020 06 22  4.2  0.13 19.7  17.7
2020 06 22  4.8  0.15 19.7  17.9
2020 06 22  4.6  0.18 19.7  18.0
2020 06 22  4.7  0.19 19.7  18.0
2020 06 22  4.9  0.21 19.8  17.9
2020 06 22  5.0  0.24 19.9  18.0
2020 06 22  4.7  0.24 19.8  18.1
2020 06 22  4.9  0.26 19.7  18.1
2020 06 22  4.8  0.28 19.5  18.1
2020 06 22  4.9  0.27 19.5  18.1
2020 06 22  5.2  0.27 19.6  18.1
2020 06 22  5.1  0.30 19.7  18.0
2020 06 22  4.7  0.30 19.7  18.1
2020 06 22  4.6  0.32 19.6  18.0
2020 06 22  4.8  0.30 19.6  18.0
2020 06 22  4.6  0.30 19.5  18.0
2020 06 22  5.1  0.29 19.6  18.0
2020 06 22  4.7  0.30 19.6  18.0
2020 06 22  4.8  0.30 19.5  18.0
2020 06 22  4.9  0.31 19.6  18.0
2020 06 22  4.9  0.31 19.7  18.0
2020 06 22  5.0  0.31 19.8  18.1
2020 06 22  5.3  0.29 19.9  18.1
2020 06 22  5.1  0.32 19.8  18.1
2020 06 22  5.0  0.32 19.8  18.1
2020 06 22  5.5  0.31 19.8  18.2
2020 06 22  5.2  0.29 19.8  18.2
2020 06 22  4.8  0.33 19.8  18.2
2020 06 22  4.5  0.32 19.7  18.2
2020 06 22  4.1  0.33 19.6  18.2
2020 06 22  3.8  0.33 19.5  18.2
2020 06 22  3.5  0.31 19.5  18.2
2020 06 22  3.1  0.30 19.4  18.2
2020 06 22  2.9  0.31 19.4  18.2
2020 06 22  2.6  0.30 19.4  18.2
